celular;data;horario;local;latitude;longitude;tipo_celular;modelo_celular;possui_app_picmoney;data_ultima_compra;ultimo_tipo_cupom;ultimo_valor_capturado;ultimo_tipo_loja;idade;sexo
(11) 91345-1995;22/07/2025;08:15:00;Ponto de ônibus Pamplona;-23.567.707.865.459.700;-4.664.872.683.888.460;Android;Samsung Galaxy A52;Sim;23/06/2025;Cashback;104.44;eletrodoméstico;64;Outro
(11) 95870-7583;22/07/2025;11:00:00;Metrô Brigadeiro;-2.356.988.150.587.670;-4.664.519.969.441.770;Android;Samsung Galaxy A52;Sim;26/06/2025;Produto;217;móveis;42;Outro
(11) 96937-7080;22/07/2025;11:00:00;Esquina Av. Consolação;-23.557.165.196.114.500;-46.659.956.728.693.000;iPhone;iPhone 14 Pro;Sim;05/07/2025;Desconto;436.15;farmácia;33;Outro
(11) 96749-3720;22/07/2025;13:45:00;Ponto de ônibus Pamplona;-23.567.305.654.738.000;-46.648.559.733.078.100;Android;Samsung S21;Sim;07/07/2025;Cashback;151.53;esportivo;43;Masculino
(11) 99093-2555;22/07/2025;12:45:00;Metrô Consolação;-2.355.597.621.236.610;-4.666.153.770.680.640;Android;Xiaomi Redmi Note 11;Sim;13/07/2025;Produto;135.08;mercado express;66;Feminino
(11) 96126-9993;22/07/2025;19:30:00;Metrô Consolação;-2.355.557.739.407.850;-4.666.115.023.541.160;Android;Samsung S21;Sim;18/07/2025;Produto;316.78;vestuário;35;Masculino
(11) 96991-5543;22/07/2025;18:45:00;Metrô Trianon-Masp;-2.356.389.803.285.240;-4.665.670.256.680.790;Android;Samsung S21;Sim;05/07/2025;Desconto;199.5;restaurante;50;Outro
(11) 93957-3675;22/07/2025;18:30:00;Metrô Trianon-Masp;-23.564.217.146.769.300;-4.665.661.952.035.860;iPhone;iPhone 13;Sim;26/06/2025;Cashback;269.05;outros;58;Feminino
(11) 93749-1634;22/07/2025;11:45:00;Metrô Consolação;-23.555.885.234.003.200;-4.666.187.453.932.450;Android;Samsung S21;Sim;04/07/2025;Desconto;473.96;eletrodoméstico;22;Outro
(11) 92486-4453;22/07/2025;09:30:00;Metrô Consolação;-23.555.713.051.194.600;-4.666.181.603.500.770;Android;Samsung Galaxy A52;Sim;18/07/2025;Desconto;381.73;farmácia;20;Outro
(11) 91280-1342;22/07/2025;12:00:00;Metrô Brigadeiro;-23.569.865.788.870.100;-4.664.464.600.562.910;Android;Motorola G60;Sim;28/06/2025;Cashback;378.04;eletrodoméstico;61;Outro
(11) 97891-1320;22/07/2025;19:45:00;Shopping Pátio Paulista;-23.570.803.970.314.200;-46.645.620.636.181.400;Android;Samsung S21;Sim;29/06/2025;Produto;164.73;móveis;36;Outro
(31) 94782-1958;22/07/2025;18:45:00;Esquina Rua da Paz;-2.356.277.506.413.640;-46.650.400.345.096.200;Android;Samsung Galaxy A52;Sim;02/07/2025;Produto;229.54;restaurante;28;Outro
(11) 94105-8434;22/07/2025;17:15:00;MASP;-2.356.132.388.033.370;-46.655.828.392.963.600;iPhone;iPhone 12;Sim;14/07/2025;Desconto;442.91;vestuário;48;Outro
(61) 98644-2563;22/07/2025;14:00:00;Ponto de ônibus Pamplona;-23.567.513.062.142.300;-4.664.863.243.770.950;Android;Xiaomi Redmi Note 11;Sim;14/07/2025;Produto;286.41;eletrodoméstico;66;Masculino
(11) 98521-9053;22/07/2025;17:15:00;Metrô Brigadeiro;-23.569.734.773.006.700;-4.664.469.302.330.230;Android;Samsung Galaxy A52;Sim;05/07/2025;Cashback;93.27;restaurante;22;Feminino
(41) 94534-7146;22/07/2025;10:00:00;Ponto de ônibus Augusta;-23.558.600.245.801.400;-4.665.920.414.804.200;Android;Realme C35;Sim;22/06/2025;Desconto;266.62;vestuário;47;Feminino
(11) 95206-9736;22/07/2025;08:00:00;Metrô Trianon-Masp;-2.356.404.906.380.400;-4.665.669.869.394.600;Android;Samsung Galaxy A52;Sim;06/07/2025;Produto;225.86;restaurante;42;Outro
(11) 91119-8918;22/07/2025;12:15:00;Esquina Rua da Paz;-23.562.247.046.094.600;-4.665.006.423.387.980;Android;Realme C35;Sim;05/07/2025;Desconto;227.38;eletrodoméstico;23;Masculino
(11) 96136-4492;22/07/2025;17:00:00;Metrô Consolação;-23.555.623.906.298.100;-4.666.161.207.577.160;iPhone;iPhone 11;Sim;20/07/2025;Produto;305.02;vestuário;46;Outro
(61) 94365-3676;22/07/2025;07:30:00;Ponto de ônibus Augusta;-23.558.373.256.819.800;-46.658.877.375.500.100;iPhone;iPhone 12;Sim;20/07/2025;Desconto;404.62;eletrodoméstico;19;Feminino
(11) 94557-1706;22/07/2025;07:30:00;Ponto de ônibus Pamplona;-2.356.790.396.997.050;-466.487.280.165.202;Android;Realme C35;Sim;23/06/2025;Cashback;413.4;restaurante;51;Outro
(11) 94721-1640;22/07/2025;21:00:00;Metrô Brigadeiro;-23.569.922.071.065.300;-4.664.479.917.008.100;Android;Xiaomi Redmi Note 11;Sim;26/06/2025;Cashback;475.95;restaurante;69;Feminino
(11) 96726-2788;22/07/2025;07:45:00;Esquina Av. Consolação;-23.557.260.303.529.500;-4.666.005.857.816.600;Android;Samsung S21;Sim;11/07/2025;Desconto;495.59;farmácia;54;Feminino
(11) 97262-4010;22/07/2025;15:15:00;Metrô Brigadeiro;-2.356.982.016.246.050;-4.664.495.849.582.340;Android;Realme C35;Sim;15/07/2025;Cashback;217.65;restaurante;24;Feminino
(11) 92693-8960;22/07/2025;12:00:00;MASP;-23.561.252.704.889;-46.655.721.312.254.800;Android;Realme C35;Sim;01/07/2025;Desconto;249.63;vestuário;57;Outro
(11) 98315-8790;22/07/2025;17:00:00;MASP;-23.561.874.423.610.200;-46.655.911.508.989.500;Android;Samsung S21;Sim;22/06/2025;Cashback;486.29;eletrodoméstico;70;Feminino
(11) 95614-9436;22/07/2025;13:45:00;Metrô Trianon-Masp;-23.563.837.151.636.300;-4.665.673.129.036;Android;Samsung Galaxy A52;Sim;21/07/2025;Desconto;333.83;restaurante;59;Masculino
(11) 92775-7860;22/07/2025;17:30:00;Esquina Rua da Paz;-23.562.323.636.343.900;-4.664.999.471.421.870;iPhone;iPhone 13;Sim;13/07/2025;Desconto;426.11;esportivo;23;Outro
(11) 98076-2367;22/07/2025;17:45:00;Ponto de ônibus Pamplona;-23.567.745.504.848.500;-4.664.849.123.908.860;iPhone;iPhone 11;Sim;22/06/2025;Cashback;247.31;esportivo;38;Feminino
(11) 93432-3405;22/07/2025;17:00:00;Ponto de ônibus Pamplona;-23.567.248.553.007.800;-4.664.815.142.670.590;Android;Motorola G60;Sim;20/07/2025;Cashback;226.68;restaurante;53;Masculino
(11) 93145-1620;22/07/2025;18:00:00;Ponto de ônibus Pamplona;-23.567.563.341.586.400;-4.664.883.197.357.000;Android;Samsung Galaxy A52;Sim;17/07/2025;Produto;411.95;esportivo;37;Outro
(11) 98914-5237;22/07/2025;17:00:00;Esquina Rua da Paz;-23.562.331.927.280.000;-4.665.005.519.261.920;Android;Xiaomi Redmi Note 11;Sim;29/06/2025;Desconto;451.6;restaurante;41;Outro
(11) 96046-8943;22/07/2025;17:15:00;Ponto de ônibus Pamplona;-23.567.311.391.871.600;-46.648.443.785.554.900;Android;Samsung Galaxy A52;Sim;08/07/2025;Desconto;229.93;esportivo;68;Outro
(11) 91990-7619;22/07/2025;08:00:00;MASP;-23.561.590.688.821.100;-4.665.586.935.112.780;Android;Realme C35;Sim;07/07/2025;Cashback;248.64;outros;16;Masculino
(61) 96374-5957;22/07/2025;11:15:00;Shopping Cidade São Paulo;-2.356.289.533.232.650;-46.652.332.830.797.700;Android;Samsung S21;Sim;03/07/2025;Cashback;422.4;esportivo;66;Masculino
(11) 99818-8311;22/07/2025;21:15:00;Shopping Pátio Paulista;-23.570.755.961.032.600;-4.664.596.872.883.370;Android;Realme C35;Sim;02/07/2025;Cashback;138.45;esportivo;57;Masculino
(11) 99931-1680;22/07/2025;17:15:00;Esquina Av. Consolação;-23.557.654.432.937.300;-4.666.008.202.725.230;iPhone;iPhone 13;Sim;20/07/2025;Desconto;316.37;eletrodoméstico;66;Feminino
(11) 91799-7127;22/07/2025;16:15:00;Ponto de ônibus Augusta;-23.558.336.000.172.800;-4.665.922.416.985.350;Android;Xiaomi Redmi Note 11;Sim;09/07/2025;Cashback;449.74;mercado express;43;Feminino
(11) 93789-5740;22/07/2025;08:30:00;Ponto de ônibus Augusta;-23.558.033.702.781.400;-46.658.654.896.288.600;iPhone;iPhone 11;Sim;20/07/2025;Cashback;461.37;outros;33;Outro
(11) 98895-3276;22/07/2025;21:30:00;Metrô Consolação;-23.555.782.084.812.300;-46.661.695.368.191.500;Android;Samsung Galaxy A52;Sim;29/06/2025;Produto;478.24;farmácia;52;Outro
(11) 98383-4902;22/07/2025;18:30:00;Metrô Trianon-Masp;-23.564.105.735.726.900;-4.665.678.498.176.570;iPhone;iPhone 13;Sim;07/07/2025;Produto;304.84;mercado express;30;Masculino
(11) 94852-1598;22/07/2025;19:30:00;Metrô Trianon-Masp;-2.356.364.936.867.650;-466.567.771.429.266;iPhone;iPhone 12;Sim;04/07/2025;Desconto;311.65;restaurante;16;Feminino
(11) 96291-5677;22/07/2025;13:15:00;Ponto de ônibus Pamplona;-2.356.741.182.379.770;-4.664.847.089.550.150;iPhone;iPhone 12;Sim;06/07/2025;Cashback;88.69;vestuário;67;Outro
(11) 98809-4015;22/07/2025;17:00:00;Esquina Rua da Paz;-23.562.429.449.954.900;-4.664.991.418.231.920;iPhone;iPhone 13;Sim;02/07/2025;Produto;353.6;farmácia;60;Masculino
(11) 92430-1959;22/07/2025;06:00:00;MASP;-2.356.136.902.084.100;-46.655.869.304.586.300;iPhone;iPhone SE;Sim;10/07/2025;Produto;328.52;esportivo;62;Outro
(11) 95276-8826;22/07/2025;07:45:00;Ponto de ônibus Augusta;-23.558.527.683.570.400;-46.659.182.359.576.300;Android;Samsung S21;Sim;01/07/2025;Cashback;93.26;restaurante;48;Outro
(11) 99798-8324;22/07/2025;10:45:00;Metrô Consolação;-23.555.783.173.675.400;-4.666.156.974.652.490;Android;Xiaomi Redmi Note 11;Sim;13/07/2025;Cashback;48.17;vestuário;29;Masculino
(11) 96635-2383;22/07/2025;07:30:00;Metrô Consolação;-23.555.690.567.088.600;-466.615.819.430.454;Android;Samsung S21;Sim;09/07/2025;Desconto;364;restaurante;50;Masculino
(71) 93512-6828;22/07/2025;11:30:00;Ponto de ônibus Augusta;-2.355.854.659.100.260;-46.659.011.415.980.600;Android;Motorola G60;Sim;29/06/2025;Desconto;82.68;móveis;40;Feminino
(61) 96493-1376;22/07/2025;07:00:00;Shopping Pátio Paulista;-2.357.065.972.929.690;-466.455.883.552.018;Android;Motorola G60;Sim;30/06/2025;Cashback;484.3;eletrodoméstico;57;Outro
(11) 97874-3091;22/07/2025;07:00:00;Shopping Cidade São Paulo;-23.562.956.839.391.300;-4.665.244.487.178.190;Android;Realme C35;Sim;09/07/2025;Produto;139.89;esportivo;17;Feminino
(11) 91624-3158;22/07/2025;15:45:00;Esquina Av. Consolação;-2.355.738.066.092.380;-4.665.999.335.796.400;iPhone;iPhone SE;Sim;09/07/2025;Produto;432.38;outros;70;Masculino
(11) 97482-2397;22/07/2025;13:15:00;MASP;-23.561.009.761.280.000;-46.655.924.260.065.600;Android;Samsung S21;Sim;18/07/2025;Cashback;83.35;outros;23;Masculino
(11) 91861-1143;22/07/2025;13:45:00;Ponto de ônibus Augusta;-23.558.360.967.083.300;-46.658.996.929.309.600;Android;Samsung S21;Sim;29/06/2025;Desconto;268.13;móveis;58;Masculino
(11) 93261-5964;22/07/2025;16:45:00;Metrô Trianon-Masp;-23.564.342.660.901.600;-466.567.741.378.191;Android;Motorola G60;Sim;27/06/2025;Cashback;240.93;esportivo;49;Outro
(11) 96432-5087;22/07/2025;09:00:00;MASP;-23.561.858.051.262.900;-4.665.588.728.060.330;Android;Samsung Galaxy A52;Sim;10/07/2025;Desconto;51.1;farmácia;28;Masculino
(11) 91787-2250;22/07/2025;06:00:00;Metrô Consolação;-2.355.546.077.058.370;-46.661.464.108.537.800;Android;Motorola G60;Sim;10/07/2025;Produto;336.88;eletrodoméstico;69;Masculino
(11) 91256-5981;22/07/2025;08:30:00;Metrô Trianon-Masp;-23.563.757.668.834.200;-4.665.678.230.240.420;iPhone;iPhone 13;Sim;01/07/2025;Desconto;478.12;móveis;46;Outro
(11) 96161-1087;22/07/2025;07:00:00;Shopping Cidade São Paulo;-23.563.185.633.266.700;-4.665.251.188.723.930;Android;Realme C35;Sim;28/06/2025;Produto;52.13;outros;40;Feminino
(11) 93256-2077;22/07/2025;18:00:00;MASP;-23.561.550.808.689.000;-4.665.606.637.696.640;Android;Samsung S21;Sim;20/07/2025;Cashback;291.75;restaurante;16;Feminino
(11) 98128-1273;22/07/2025;17:15:00;Shopping Pátio Paulista;-23.570.771.901.453.600;-4.664.596.743.502.220;iPhone;iPhone 11;Sim;20/07/2025;Desconto;78.91;outros;35;Feminino
(11) 99670-5349;22/07/2025;06:00:00;Ponto de ônibus Pamplona;-2.356.760.968.073.620;-4.664.837.497.590.870;Android;Samsung Galaxy A52;Sim;14/07/2025;Produto;132.24;outros;54;Masculino
(11) 91730-9937;22/07/2025;12:15:00;Metrô Brigadeiro;-23.569.837.387.272.500;-4.664.520.769.989.900;iPhone;iPhone 13;Sim;28/06/2025;Produto;431.43;eletrodoméstico;61;Feminino
(11) 93378-7944;22/07/2025;13:30:00;Esquina Rua da Paz;-23.562.801.769.736.700;-4.665.008.287.734.320;Android;Realme C35;Sim;13/07/2025;Produto;177.33;outros;18;Feminino
(11) 95284-4308;22/07/2025;12:30:00;Metrô Trianon-Masp;-235.639.629.120.044;-4.665.659.902.869.190;Android;Samsung S21;Sim;25/06/2025;Cashback;193.13;vestuário;38;Masculino
(61) 99917-4273;22/07/2025;09:45:00;Shopping Cidade São Paulo;-2.356.324.644.214.730;-4.665.235.869.294.270;Android;Samsung Galaxy A52;Sim;02/07/2025;Desconto;452.43;mercado express;41;Outro
(11) 91012-7147;22/07/2025;12:45:00;Ponto de ônibus Pamplona;-23.567.415.353.039.400;-4.664.889.350.741.700;Android;Realme C35;Sim;10/07/2025;Cashback;82.61;eletrodoméstico;70;Outro
(11) 96401-8373;22/07/2025;07:45:00;MASP;-2.356.142.886.990.290;-46.655.811.004.892.800;Android;Realme C35;Sim;10/07/2025;Desconto;211.35;móveis;65;Outro
(11) 98912-7545;22/07/2025;11:45:00;MASP;-23.561.528.096.937.100;-46.655.976.866.608.700;iPhone;iPhone SE;Sim;06/07/2025;Desconto;352.75;vestuário;40;Outro
(11) 91564-8209;22/07/2025;07:00:00;Shopping Cidade São Paulo;-2.356.315.582.324.440;-466.522.771.994.484;Android;Motorola G60;Sim;30/06/2025;Desconto;110.68;móveis;65;Masculino
(11) 94006-7001;22/07/2025;12:30:00;Esquina Rua da Paz;-2.356.255.799.977.680;-466.496.134.073.649;iPhone;iPhone 13;Sim;04/07/2025;Desconto;126.77;esportivo;58;Masculino
(71) 97694-5138;22/07/2025;12:45:00;Metrô Consolação;-2.355.600.932.970.770;-46.661.791.462.901.700;Android;Realme C35;Sim;16/07/2025;Produto;458.91;mercado express;56;Feminino
(21) 91446-1870;22/07/2025;13:15:00;Ponto de ônibus Pamplona;-23.567.890.153.465.400;-4.664.866.582.001.040;Android;Realme C35;Sim;08/07/2025;Produto;339.15;vestuário;23;Outro
(11) 93289-3140;22/07/2025;07:30:00;Metrô Brigadeiro;-23.569.719.735.967.800;-46.645.188.624.789.200;Android;Samsung S21;Sim;23/06/2025;Desconto;362.48;restaurante;34;Feminino
(11) 93564-2143;22/07/2025;10:45:00;Esquina Av. Consolação;-23.557.225.994.724.700;-4.666.009.077.671.970;Android;Motorola G60;Sim;16/07/2025;Cashback;128.95;móveis;69;Feminino
(11) 95099-5344;22/07/2025;10:00:00;Shopping Cidade São Paulo;-23.563.336.874.640.200;-46.652.180.951.148.400;Android;Samsung S21;Sim;01/07/2025;Cashback;288.64;restaurante;29;Outro
(11) 95451-5113;22/07/2025;17:00:00;Ponto de ônibus Pamplona;-23.567.178.476.522.600;-4.664.841.672.074.820;Android;Motorola G60;Sim;04/07/2025;Produto;330.68;esportivo;52;Feminino
(31) 99924-5920;22/07/2025;07:00:00;Shopping Pátio Paulista;-23.570.296.914.120.100;-4.664.531.567.293.180;Android;Samsung Galaxy A52;Sim;28/06/2025;Produto;421.32;restaurante;45;Feminino
(31) 91339-8251;22/07/2025;12:45:00;Esquina Av. Consolação;-23.557.684.371.735.900;-46.659.812.321.733.100;Android;Realme C35;Sim;18/07/2025;Cashback;383.57;outros;50;Outro
(11) 93802-3358;22/07/2025;16:00:00;Metrô Trianon-Masp;-2.356.436.969.410.180;-4.665.658.501.949.360;Android;Realme C35;Sim;07/07/2025;Cashback;441.67;móveis;64;Masculino
(11) 97682-4155;22/07/2025;18:15:00;Esquina Av. Consolação;-23.557.514.263.578.100;-4.665.975.140.995.930;iPhone;iPhone 14 Pro;Sim;17/07/2025;Produto;264.19;esportivo;59;Outro
(11) 91479-7800;22/07/2025;17:30:00;Metrô Consolação;-23.555.758.645.825.700;-4.666.163.023.914.820;iPhone;iPhone 14 Pro;Sim;18/07/2025;Produto;174.81;farmácia;20;Feminino
(11) 95941-2780;22/07/2025;12:15:00;Ponto de ônibus Pamplona;-23.567.211.484.365.500;-4.664.818.742.203.600;Android;Motorola G60;Sim;17/07/2025;Desconto;365.03;outros;52;Masculino
(11) 99653-5578;22/07/2025;12:45:00;Metrô Consolação;-23.555.658.831.342.800;-46.661.801.441.339.200;Android;Samsung S21;Sim;06/07/2025;Cashback;214.77;farmácia;59;Feminino
(11) 96773-6480;22/07/2025;20:30:00;Esquina Av. Consolação;-23.557.553.045.750.400;-4.665.971.172.017.790;Android;Samsung S21;Sim;09/07/2025;Produto;125.76;outros;35;Masculino
(11) 96427-7860;22/07/2025;18:30:00;Ponto de ônibus Augusta;-23.558.622.905.867.800;-4.665.878.777.364.860;Android;Xiaomi Redmi Note 11;Sim;04/07/2025;Desconto;239.99;farmácia;20;Masculino
(11) 91309-5447;22/07/2025;07:15:00;Esquina Rua da Paz;-23.562.119.723.066.800;-46.650.002.367.429.200;Android;Samsung Galaxy A52;Sim;14/07/2025;Desconto;223.9;móveis;52;Masculino
(11) 97145-3675;22/07/2025;12:30:00;Metrô Consolação;-23.555.884.979.583.800;-4.666.167.538.351.510;Android;Realme C35;Sim;15/07/2025;Produto;174.32;vestuário;24;Masculino
(11) 91101-1803;22/07/2025;21:00:00;Ponto de ônibus Augusta;-23.558.437.674.235.200;-4.665.886.112.013.150;iPhone;iPhone 13;Sim;11/07/2025;Produto;480.38;esportivo;33;Outro
(11) 95754-4740;22/07/2025;13:30:00;Shopping Cidade São Paulo;-2.356.310.352.173.980;-4.665.204.564.604.870;Android;Motorola G60;Sim;06/07/2025;Cashback;441.28;eletrodoméstico;40;Outro
(11) 95739-4516;22/07/2025;13:00:00;Shopping Pátio Paulista;-2.357.039.810.683.420;-4.664.595.236.032.890;Android;Motorola G60;Sim;26/06/2025;Produto;60.69;vestuário;61;Outro
(11) 95813-9050;22/07/2025;17:45:00;Esquina Rua da Paz;-23.562.479.688.802.800;-4.665.005.362.540.610;Android;Realme C35;Sim;02/07/2025;Desconto;398.87;eletrodoméstico;21;Feminino
(11) 95172-1418;22/07/2025;11:30:00;Metrô Consolação;-2.355.618.102.780.850;-4.666.136.456.357.360;Android;Motorola G60;Sim;07/07/2025;Produto;256.31;restaurante;47;Masculino
(11) 99354-9703;22/07/2025;09:45:00;Ponto de ônibus Pamplona;-2.356.784.712.617.510;-466.484.231.536.167;Android;Samsung S21;Sim;01/07/2025;Desconto;253.48;farmácia;43;Masculino
(11) 92432-4035;22/07/2025;18:00:00;MASP;-2.356.135.534.572.490;-46.656.227.261.361.900;Android;Realme C35;Sim;25/06/2025;Produto;63.66;outros;25;Outro
(11) 99116-7754;22/07/2025;09:45:00;MASP;-23.561.575.417.611.900;-46.655.947.684.741.600;Android;Motorola G60;Sim;07/07/2025;Cashback;467.27;esportivo;55;Masculino
(11) 93635-4934;22/07/2025;08:15:00;MASP;-23.561.902.305.714.100;-4.665.599.927.484.460;Android;Realme C35;Sim;24/06/2025;Cashback;486.61;outros;46;Masculino
(11) 92122-6501;22/07/2025;14:15:00;Metrô Brigadeiro;-235.699.788.589.139;-4.664.488.757.951.060;Android;Motorola G60;Sim;20/07/2025;Cashback;75.57;outros;37;Outro
(31) 93207-9414;22/07/2025;14:00:00;Esquina Rua da Paz;-23.562.531.646.027.300;-4.664.987.222.622.520;Android;Samsung S21;Sim;18/07/2025;Produto;219.9;mercado express;66;Feminino
(11) 91031-9852;22/07/2025;07:00:00;MASP;-23.561.302.800.589.600;-4.665.594.277.292.610;Android;Samsung Galaxy A52;Sim;17/07/2025;Desconto;194.78;esportivo;33;Outro
(11) 95708-3139;22/07/2025;21:30:00;Metrô Brigadeiro;-23.569.668.907.893.400;-46.645.359.920.581.800;Android;Samsung S21;Sim;02/07/2025;Cashback;148.27;outros;49;Outro
(11) 92461-3330;22/07/2025;17:00:00;Metrô Trianon-Masp;-2.356.391.877.783.200;-46.656.797.827.843.500;iPhone;iPhone 11;Sim;16/07/2025;Produto;123.14;móveis;61;Masculino
(11) 98229-7839;22/07/2025;18:15:00;Metrô Brigadeiro;-23.569.997.087.316.700;-4.664.497.067.237.430;Android;Samsung Galaxy A52;Sim;07/07/2025;Produto;143.99;esportivo;55;Feminino
(11) 94618-4206;22/07/2025;18:30:00;Shopping Cidade São Paulo;-2.356.298.141.804.040;-4.665.254.943.969.320;Android;Xiaomi Redmi Note 11;Sim;30/06/2025;Cashback;78.09;mercado express;33;Outro
(11) 97023-4635;22/07/2025;15:45:00;Esquina Rua da Paz;-2.356.244.994.765.240;-4.665.018.758.449.850;Android;Xiaomi Redmi Note 11;Sim;23/06/2025;Desconto;45.51;outros;45;Outro
(11) 98740-1248;22/07/2025;18:45:00;Ponto de ônibus Augusta;-23.558.837.718.440.100;-4.665.884.309.275.240;iPhone;iPhone 11;Sim;20/07/2025;Produto;274.53;mercado express;40;Masculino
(11) 99203-5274;22/07/2025;08:15:00;Shopping Cidade São Paulo;-23.562.975.281.780.900;-4.665.221.155.747.270;Android;Samsung S21;Sim;05/07/2025;Cashback;411.47;eletrodoméstico;24;Feminino
(11) 95447-6418;22/07/2025;13:00:00;Metrô Brigadeiro;-23.569.874.593.408.100;-4.664.525.227.173.090;iPhone;iPhone 12;Sim;02/07/2025;Desconto;161.63;esportivo;69;Outro
(11) 91325-5047;22/07/2025;18:45:00;Ponto de ônibus Pamplona;-23.567.732.269.374.100;-46.648.693.855.995.900;Android;Motorola G60;Sim;13/07/2025;Desconto;183.16;vestuário;62;Outro
(61) 94485-7345;22/07/2025;19:00:00;Shopping Pátio Paulista;-23.570.595.734.658.300;-4.664.543.576.425.320;Android;Samsung Galaxy A52;Sim;06/07/2025;Cashback;232.98;móveis;26;Feminino
(11) 92435-5980;22/07/2025;08:00:00;Metrô Consolação;-23.555.558.919.157.700;-4.666.194.771.351.990;iPhone;iPhone 12;Sim;10/07/2025;Produto;201.57;farmácia;34;Masculino
(61) 92496-8677;22/07/2025;15:30:00;Metrô Trianon-Masp;-2.356.420.364.666.730;-4.665.681.403.220.390;Android;Realme C35;Sim;07/07/2025;Produto;197.28;mercado express;37;Feminino
(11) 99687-4064;22/07/2025;10:00:00;MASP;-2.356.146.323.196.480;-46.655.903.628.507.300;iPhone;iPhone 11;Sim;15/07/2025;Cashback;57.13;restaurante;25;Outro
(11) 96991-3594;22/07/2025;06:45:00;Ponto de ônibus Pamplona;-23.567.230.825.788.300;-4.664.848.233.819.730;iPhone;iPhone 13;Sim;12/07/2025;Desconto;149.76;farmácia;48;Masculino
(11) 91221-7482;22/07/2025;19:15:00;Ponto de ônibus Pamplona;-23.567.362.162.080.200;-46.648.529.113.529.900;Android;Realme C35;Sim;29/06/2025;Desconto;92.73;eletrodoméstico;24;Outro
(11) 91958-2113;22/07/2025;07:00:00;Esquina Rua da Paz;-23.562.224.424.071.600;-46.649.598.408.780.800;Android;Samsung S21;Sim;24/06/2025;Desconto;327.28;farmácia;47;Masculino
(11) 92833-6115;22/07/2025;07:15:00;Metrô Brigadeiro;-2.356.951.956.041.710;-4.664.526.365.147.130;Android;Xiaomi Redmi Note 11;Sim;17/07/2025;Produto;142.5;outros;57;Masculino
(11) 98856-2979;22/07/2025;15:15:00;Metrô Trianon-Masp;-23.564.348.971.506.900;-4.665.690.814.188.630;Android;Samsung Galaxy A52;Sim;15/07/2025;Produto;86.52;restaurante;42;Masculino
