celular;data;horario;local;latitude;longitude;tipo_celular;modelo_celular;possui_app_picmoney;data_ultima_compra;ultimo_tipo_cupom;ultimo_valor_capturado;ultimo_tipo_loja;idade;sexo;;�nicos
(11) 96922-5073;22/07/2025;08:15:00;Shopping Cidade São Paulo;-23.563.233.926.026.400;-4.665.257.283.442.080;Android;Realme C35;Não;;;;;45;Feminino;;
(11) 92421-5508;22/07/2025;19:15:00;Ponto de Ônibus Pamplona;-235.672.951.307.596;-4.664.863.429.950.270;Android;Motorola G60;Não;;;;;44;Outro;;
(11) 92692-1814;22/07/2025;18:45:00;Metrô Trianon-Masp;-235.642.824.060.656;-4.665.662.738.188.500;Android;Xiaomi Redmi Note 11;Sim;28/06/2025;Cashback;350.66;restaurante;24;Feminino;;
(71) 95837-3302;22/07/2025;20:30:00;Metrô Consolação;-2.355.592.438.825.240;-4.666.172.319.054.790;Android;Xiaomi Redmi Note 11;Sim;24/06/2025;Cashback;109.43;móveis;17;Masculino;;
(31) 98822-1485;22/07/2025;19:45:00;MASP;-23.561.362.307.965.100;-4.665.594.629.652.470;iPhone;iPhone SE;Não;;;;;22;Outro;;
(11) 97079-5066;22/07/2025;16:30:00;Metrô Consolação;-2.355.530.867.812.490;-4.666.163.296.570.860;Android;Xiaomi Redmi Note 11;Sim;09/07/2025;Cashback;51.61;farmácia;54;Outro;;
(11) 95496-7413;22/07/2025;13:15:00;MASP;-23.561.290.432.356.200;-466.562.693.388.095;iPhone;iPhone SE;Sim;15/07/2025;Produto;49.43;farmácia;68;Outro;;
(11) 97574-7587;22/07/2025;06:45:00;MASP;-2.356.158.612.982.630;-4.665.609.838.273.890;Android;Motorola G60;Sim;19/07/2025;Desconto;331.11;vestuário;67;Outro;;
(11) 96172-6520;22/07/2025;17:45:00;Ponto de Ônibus Augusta;-2.355.869.087.594.460;-4.665.891.689.240.120;Android;Motorola G60;Sim;22/06/2025;Desconto;429.14;restaurante;57;Outro;;
(21) 95380-2816;22/07/2025;12:30:00;Metrô Trianon-Masp;-23.563.857.886.986.400;-4.665.660.107.389.900;Android;Samsung S21;Sim;24/06/2025;Produto;111.68;móveis;62;Masculino;;
(11) 95452-3793;22/07/2025;14:30:00;Ponto de Ônibus Augusta;-23.558.545.328.924.700;-4.665.912.617.100.770;Android;Samsung Galaxy A52;Não;;;;;51;Masculino;;
(11) 95640-1354;22/07/2025;18:45:00;Metrô Consolação;-23.555.548.280.049.700;-46.661.203.748.909.100;Android;Samsung Galaxy A52;Sim;29/06/2025;Produto;321.59;mercado express;26;Masculino;;
(11) 91972-7233;22/07/2025;16:00:00;Shopping Cidade São Paulo;-23.563.129.988.859.000;-4.665.211.512.738.710;Android;Motorola G60;Sim;07/07/2025;Produto;253.39;restaurante;46;Outro;;
(11) 92633-9363;22/07/2025;13:30:00;MASP;-2.356.134.532.593.000;-4.665.572.989.901.870;Android;Realme C35;Sim;24/06/2025;Desconto;164.08;restaurante;59;Masculino;;
(11) 92668-5576;22/07/2025;06:15:00;Metrô Consolação;-2.355.600.390.935.560;-4.666.171.562.725.600;Android;Samsung S21;Sim;19/07/2025;Cashback;301.43;eletrodoméstico;38;Outro;;
(61) 95554-7389;22/07/2025;07:45:00;Ponto de Ônibus Pamplona;-2.356.742.090.611.190;-4.664.825.750.181.110;iPhone;iPhone 13;Sim;09/07/2025;Cashback;186.61;eletrodoméstico;49;Outro;;
(11) 95162-8191;22/07/2025;12:00:00;Metrô Trianon-Masp;-23.564.228.626.844.300;-4.665.707.665.982.220;iPhone;iPhone 11;Sim;03/07/2025;Produto;191.22;eletrodoméstico;58;Outro;;
(11) 98332-9261;22/07/2025;21:30:00;Esquina Rua da Paz;-2.356.259.965.288.520;-46.649.797.973.857.100;iPhone;iPhone 12;Sim;16/07/2025;Desconto;197.25;mercado express;34;Outro;;
(11) 99564-5486;22/07/2025;18:00:00;Shopping Cidade São Paulo;-2.356.347.377.911.820;-4.665.253.838.397.840;iPhone;iPhone 11;Sim;08/07/2025;Produto;59.87;farmácia;61;Feminino;;
(11) 98850-2267;22/07/2025;15:30:00;Esquina Rua da Paz;-2.356.246.881.628.270;-4.665.002.319.425.050;Android;Samsung S21;Sim;10/07/2025;Desconto;308.24;outros;34;Feminino;;
(71) 91274-7443;22/07/2025;18:30:00;MASP;-2.356.129.510.670.360;-4.665.612.674.535.200;Android;Xiaomi Redmi Note 11;Sim;21/07/2025;Cashback;172.01;eletrodoméstico;51;Feminino;;
(11) 96247-2902;22/07/2025;08:30:00;MASP;-23.561.478.995.718.800;-4.665.564.196.291.950;Android;Xiaomi Redmi Note 11;Sim;29/06/2025;Cashback;440.19;esportivo;53;Masculino;;
(11) 98317-6513;22/07/2025;07:15:00;Metrô Brigadeiro;-23.570.076.579.238.700;-46.644.703.617.540.700;Android;Realme C35;Sim;17/07/2025;Produto;83.68;mercado express;23;Outro;;
(11) 94981-8024;22/07/2025;07:00:00;Metrô Brigadeiro;-2.357.005.148.339.710;-46.644.829.123.684.500;iPhone;iPhone 14 Pro;Não;;;;;60;Outro;;
(61) 95268-8714;22/07/2025;18:30:00;Metrô Trianon-Masp;-2.356.413.959.170.200;-4.665.689.898.165.150;Android;Motorola G60;Sim;13/07/2025;Produto;285.67;farmácia;35;Feminino;;
(11) 91744-4423;22/07/2025;10:45:00;Metrô Trianon-Masp;-2.356.416.437.980.940;-46.656.561.014.162.300;Android;Xiaomi Redmi Note 11;Sim;09/07/2025;Produto;462.81;eletrodoméstico;34;Outro;;
(11) 98161-8278;22/07/2025;12:45:00;Shopping Pátio Paulista;-2.357.055.037.079.890;-4.664.542.730.611.770;Android;Samsung S21;Não;;;;;42;Feminino;;
(11) 97031-7375;22/07/2025;09:45:00;Metrô Consolação;-23.555.483.851.987.800;-4.666.185.460.613.300;Android;Motorola G60;Sim;11/07/2025;Desconto;476.67;vestuário;70;Outro;;
(11) 94234-3783;22/07/2025;11:30:00;Shopping Cidade São Paulo;-2.356.340.825.382.890;-46.652.563.958.754.700;Android;Motorola G60;Sim;15/07/2025;Desconto;349.82;mercado express;54;Feminino;;
(21) 93283-2651;22/07/2025;13:15:00;Metrô Consolação;-2.355.595.083.921.920;-46.661.397.157.095.800;Android;Samsung Galaxy A52;Sim;02/07/2025;Desconto;54.11;outros;19;Feminino;;
(11) 92156-4331;22/07/2025;13:30:00;Shopping Cidade São Paulo;-23.563.044.927.609.800;-4.665.241.200.551.450;Android;Motorola G60;Não;;;;;60;Outro;;
(11) 92480-4432;22/07/2025;10:30:00;Shopping Pátio Paulista;-23.570.551.220.518.100;-4.664.537.013.889.890;Android;Xiaomi Redmi Note 11;Sim;05/07/2025;Desconto;75.16;outros;36;Masculino;;
(11) 99749-9053;22/07/2025;18:30:00;Metrô Consolação;-23.555.389.397.829.800;-4.666.156.612.313.330;Android;Samsung S21;Sim;12/07/2025;Produto;408.08;restaurante;66;Feminino;;
(11) 98001-1946;22/07/2025;07:00:00;Metrô Brigadeiro;-2.357.036.985.623.680;-4.664.493.954.258.100;Android;Samsung Galaxy A52;Sim;03/07/2025;Desconto;59.68;móveis;48;Masculino;;
(11) 94624-8920;22/07/2025;18:15:00;Esquina Av. Consolação;-2.355.731.305.037.400;-4.665.995.507.353.680;iPhone;iPhone 14 Pro;Sim;13/07/2025;Desconto;288.45;restaurante;65;Outro;;
(11) 96863-2495;22/07/2025;12:30:00;Esquina Rua da Paz;-23.562.354.697.016.200;-4.664.992.858.692.510;iPhone;iPhone 14 Pro;Sim;01/07/2025;Produto;155.92;outros;70;Feminino;;
(11) 98823-4163;22/07/2025;21:30:00;Shopping Pátio Paulista;-23.570.795.929.083.400;-4.664.582.824.768.660;Android;Realme C35;Não;;;;;26;Feminino;;
(11) 93133-4009;22/07/2025;17:15:00;Metrô Consolação;-23.555.835.230.437.400;-4.666.140.491.704.430;Android;Motorola G60;Sim;19/07/2025;Produto;30.25;móveis;54;Feminino;;
(11) 93614-4308;22/07/2025;18:45:00;Metrô Trianon-Masp;-23.564.218.176.813.600;-4.665.657.881.947.330;Android;Samsung Galaxy A52;Não;;;;;61;Masculino;;
(11) 96197-6155;22/07/2025;10:45:00;Esquina Rua da Paz;-23.562.439.261.481.200;-4.664.968.276.054.690;Android;Samsung S21;Sim;29/06/2025;Cashback;120.17;móveis;34;Outro;;
(11) 97736-7669;22/07/2025;09:15:00;MASP;-23.561.422.335.955.600;-4.665.623.195.168.360;Android;Realme C35;Não;;;;;63;Masculino;;
(11) 95907-8313;22/07/2025;10:00:00;Ponto de Ônibus Pamplona;-2.356.737.062.590.700;-4.664.807.238.895.760;Android;Samsung Galaxy A52;Sim;21/07/2025;Produto;323.56;mercado express;61;Masculino;;
(11) 97566-2508;22/07/2025;08:30:00;Ponto de Ônibus Pamplona;-23.567.357.523.331.000;-4.664.865.753.231.830;iPhone;iPhone 13;Sim;20/07/2025;Cashback;349.6;vestuário;46;Outro;;
(11) 97409-5859;22/07/2025;18:15:00;Esquina Av. Consolação;-23.557.716.389.175.800;-466.601.905.937.667;iPhone;iPhone 12;Sim;04/07/2025;Desconto;331.35;outros;28;Outro;;
(11) 92926-4400;22/07/2025;07:45:00;Metrô Trianon-Masp;-23.563.664.337.623.900;-46.656.735.465.488.100;iPhone;iPhone 13;Sim;14/07/2025;Produto;109.59;farmácia;20;Outro;;
(11) 97418-4545;22/07/2025;17:30:00;Shopping Cidade São Paulo;-23.563.289.528.678.700;-4.665.233.468.732.880;Android;Xiaomi Redmi Note 11;Sim;29/06/2025;Desconto;27.57;esportivo;27;Outro;;
(11) 94884-5696;22/07/2025;07:30:00;Ponto de Ônibus Augusta;-2.355.856.338.140.970;-4.665.868.646.992.800;iPhone;iPhone 13;Não;;;;;68;Outro;;
(31) 92914-9643;22/07/2025;17:00:00;MASP;-235.616.168.954.982;-46.655.644.871.353.600;Android;Realme C35;Sim;13/07/2025;Desconto;454.56;vestuário;54;Masculino;;
(11) 94120-6423;22/07/2025;07:15:00;Metrô Trianon-Masp;-2.356.404.058.158.070;-4.665.642.859.469.730;Android;Samsung Galaxy A52;Sim;03/07/2025;Produto;275.6;outros;17;Feminino;;
(11) 93824-5702;22/07/2025;13:30:00;MASP;-23.561.097.476.191.200;-4.665.586.404.047.320;Android;Xiaomi Redmi Note 11;Sim;21/07/2025;Produto;194.2;outros;18;Feminino;;
(11) 99077-3281;22/07/2025;07:00:00;Metrô Brigadeiro;-2.356.990.101.272.190;-46.644.985.764.233.600;Android;Motorola G60;Não;;;;;43;Outro;;
(11) 93638-4458;22/07/2025;09:15:00;Metrô Consolação;-235.557.899.541.344;-46.661.949.393.291.100;iPhone;iPhone 11;Sim;10/07/2025;Produto;446.6;farmácia;24;Masculino;;
(31) 94308-7056;22/07/2025;18:15:00;Metrô Consolação;-23.555.460.503.925.200;-4.666.156.884.299.650;Android;Realme C35;Não;;;;;18;Feminino;;
(11) 96829-4457;22/07/2025;12:15:00;Esquina Rua da Paz;-2.356.273.261.983.700;-4.665.041.350.466.400;iPhone;iPhone SE;Não;;;;;23;Masculino;;
(11) 98141-3399;22/07/2025;13:30:00;Shopping Pátio Paulista;-23.571.014.519.846.500;-46.645.496.903.912.600;Android;Motorola G60;Sim;15/07/2025;Cashback;417.95;mercado express;31;Outro;;
(11) 99825-7114;22/07/2025;13:15:00;Ponto de Ônibus Augusta;-2.355.862.379.551.360;-4.665.909.098.013.360;Android;Realme C35;Não;;;;;41;Outro;;
(11) 96873-1654;22/07/2025;18:45:00;Metrô Trianon-Masp;-23.563.967.369.147.000;-4.665.677.320.963.120;iPhone;iPhone SE;Sim;28/06/2025;Cashback;353.81;eletrodoméstico;65;Masculino;;
(11) 95106-3809;22/07/2025;17:15:00;Metrô Consolação;-2.355.566.169.511.670;-4.666.159.894.718.710;Android;Samsung Galaxy A52;Sim;08/07/2025;Desconto;202.05;outros;58;Masculino;;
(11) 98527-3137;22/07/2025;18:30:00;Ponto de Ônibus Pamplona;-2.356.751.682.591.660;-46.648.814.550.081.100;Android;Samsung Galaxy A52;Não;;;;;40;Feminino;;
(11) 93400-8330;22/07/2025;21:15:00;Shopping Pátio Paulista;-2.357.071.294.627.120;-4.664.553.049.292.680;Android;Realme C35;Não;;;;;63;Outro;;
(11) 92990-9268;22/07/2025;21:15:00;Esquina Rua da Paz;-23.562.636.404.362.900;-4.664.975.892.608.880;Android;Realme C35;Não;;;;;21;Masculino;;
(11) 97490-4281;22/07/2025;12:45:00;Shopping Pátio Paulista;-235.700.797.197.352;-4.664.551.972.293.980;iPhone;iPhone SE;Não;;;;;51;Feminino;;
(31) 92792-3474;22/07/2025;18:30:00;Shopping Pátio Paulista;-23.570.250.433.621.700;-46.645.506.854.552.300;Android;Realme C35;Sim;21/07/2025;Cashback;404.86;esportivo;62;Outro;;
(11) 99455-5668;22/07/2025;11:00:00;MASP;-23.561.520.852.404.500;-4.665.584.096.966.700;Android;Motorola G60;Sim;14/07/2025;Desconto;74.65;mercado express;40;Feminino;;
(11) 98920-1958;22/07/2025;17:30:00;Esquina Rua da Paz;-2.356.209.733.581.070;-4.665.010.471.074.850;iPhone;iPhone 14 Pro;Sim;12/07/2025;Produto;194.73;farmácia;18;Feminino;;
(11) 91345-1995;22/07/2025;08:15:00;Ponto de Ônibus Pamplona;-23.567.707.865.459.700;-4.664.872.683.888.460;Android;Samsung Galaxy A52;Sim;23/06/2025;Cashback;104.44;eletrodoméstico;64;Outro;;
(11) 95870-7583;22/07/2025;11:00:00;Metrô Brigadeiro;-2.356.988.150.587.670;-4.664.519.969.441.770;Android;Samsung Galaxy A52;Sim;26/06/2025;Produto;217;móveis;42;Outro;;
(11) 96937-7080;22/07/2025;11:00:00;Esquina Av. Consolação;-23.557.165.196.114.500;-46.659.956.728.693.000;iPhone;iPhone 14 Pro;Sim;05/07/2025;Desconto;436.15;farmácia;33;Outro;;
(11) 96749-3720;22/07/2025;13:45:00;Ponto de Ônibus Pamplona;-23.567.305.654.738.000;-46.648.559.733.078.100;Android;Samsung S21;Sim;07/07/2025;Cashback;151.53;esportivo;43;Masculino;;
(11) 96857-8818;22/07/2025;14:30:00;Shopping Pátio Paulista;-2.357.077.703.943.950;-4.664.591.287.878.900;Android;Motorola G60;Não;;;;;36;Masculino;;
(11) 93793-3944;22/07/2025;11:00:00;Esquina Rua da Paz;-23.562.681.598.348.400;-4.664.993.049.490.110;Android;Xiaomi Redmi Note 11;Não;;;;;64;Masculino;;
(11) 99565-7311;22/07/2025;08:30:00;Metrô Trianon-Masp;-23.563.961.023.413.600;-46.656.549.360.785.300;Android;Samsung Galaxy A52;Não;;;;;53;Outro;;
(11) 94435-4165;22/07/2025;12:45:00;Metrô Trianon-Masp;-23.564.362.734.536.700;-4.665.667.008.183.710;iPhone;iPhone 11;Não;;;;;19;Masculino;;
(11) 99093-2555;22/07/2025;12:45:00;Metrô Consolação;-2.355.597.621.236.610;-4.666.153.770.680.640;Android;Xiaomi Redmi Note 11;Sim;13/07/2025;Produto;135.08;mercado express;66;Feminino;;
(11) 92136-2243;22/07/2025;07:30:00;Esquina Rua da Paz;-235.624.041.845.889;-466.502.344.346.094;iPhone;iPhone 14 Pro;Não;;;;;60;Feminino;;
(11) 96126-9993;22/07/2025;19:30:00;Metrô Consolação;-2.355.557.739.407.850;-4.666.115.023.541.160;Android;Samsung S21;Sim;18/07/2025;Produto;316.78;vestuário;35;Masculino;;
(11) 96991-5543;22/07/2025;18:45:00;Metrô Trianon-Masp;-2.356.389.803.285.240;-4.665.670.256.680.790;Android;Samsung S21;Sim;05/07/2025;Desconto;199.5;restaurante;50;Outro;;
(11) 93263-5911;22/07/2025;07:30:00;Metrô Brigadeiro;-23.569.901.309.140.600;-4.664.504.081.279.630;Android;Samsung Galaxy A52;Não;;;;;24;Feminino;;
(11) 93957-3675;22/07/2025;18:30:00;Metrô Trianon-Masp;-23.564.217.146.769.300;-4.665.661.952.035.860;iPhone;iPhone 13;Sim;26/06/2025;Cashback;269.05;outros;58;Feminino;;
(11) 92118-8333;22/07/2025;14:30:00;MASP;-2.356.164.169.251.820;-4.665.625.893.955.730;iPhone;iPhone 14 Pro;Não;;;;;61;Outro;;
(11) 96272-4917;22/07/2025;10:45:00;Ponto de Ônibus Pamplona;-23.567.456.079.663.600;-4.664.849.575.338.680;iPhone;iPhone 11;Não;;;;;45;Masculino;;
(11) 93749-1634;22/07/2025;11:45:00;Metrô Consolação;-23.555.885.234.003.200;-4.666.187.453.932.450;Android;Samsung S21;Sim;04/07/2025;Desconto;473.96;eletrodoméstico;22;Outro;;
(11) 92486-4453;22/07/2025;09:30:00;Metrô Consolação;-23.555.713.051.194.600;-4.666.181.603.500.770;Android;Samsung Galaxy A52;Sim;18/07/2025;Desconto;381.73;farmácia;20;Outro;;
(11) 91280-1342;22/07/2025;12:00:00;Metrô Brigadeiro;-23.569.865.788.870.100;-4.664.464.600.562.910;Android;Motorola G60;Sim;28/06/2025;Cashback;378.04;eletrodoméstico;61;Outro;;
(11) 92753-3414;22/07/2025;22:00:00;Metrô Consolação;-23.555.640.762.046.000;-46.661.891.826.532.400;Android;Samsung Galaxy A52;Não;;;;;40;Masculino;;
(11) 97891-1320;22/07/2025;19:45:00;Shopping Pátio Paulista;-23.570.803.970.314.200;-46.645.620.636.181.400;Android;Samsung S21;Sim;29/06/2025;Produto;164.73;móveis;36;Outro;;
(31) 94782-1958;22/07/2025;18:45:00;Esquina Rua da Paz;-2.356.277.506.413.640;-46.650.400.345.096.200;Android;Samsung Galaxy A52;Sim;02/07/2025;Produto;229.54;restaurante;28;Outro;;
(11) 99355-7250;22/07/2025;06:00:00;Ponto de Ônibus Augusta;-2.355.839.352.559.770;-4.665.893.581.284.910;iPhone;iPhone 14 Pro;Não;;;;;56;Feminino;;
(11) 94105-8434;22/07/2025;17:15:00;MASP;-2.356.132.388.033.370;-46.655.828.392.963.600;iPhone;iPhone 12;Sim;14/07/2025;Desconto;442.91;vestuário;48;Outro;;
(61) 98644-2563;22/07/2025;14:00:00;Ponto de Ônibus Pamplona;-23.567.513.062.142.300;-4.664.863.243.770.950;Android;Xiaomi Redmi Note 11;Sim;14/07/2025;Produto;286.41;eletrodoméstico;66;Masculino;;
(11) 98521-9053;22/07/2025;17:15:00;Metrô Brigadeiro;-23.569.734.773.006.700;-4.664.469.302.330.230;Android;Samsung Galaxy A52;Sim;05/07/2025;Cashback;93.27;restaurante;22;Feminino;;
(41) 94534-7146;22/07/2025;10:00:00;Ponto de Ônibus Augusta;-23.558.600.245.801.400;-4.665.920.414.804.200;Android;Realme C35;Sim;22/06/2025;Desconto;266.62;vestuário;47;Feminino;;
(11) 96610-2696;22/07/2025;08:15:00;MASP;-23.561.641.023.883.800;-46.656.054.346.046.600;iPhone;iPhone 11;Não;;;;;53;Feminino;;
(11) 95357-2237;22/07/2025;18:30:00;Metrô Trianon-Masp;-23.564.024.480.295.100;-4.665.709.792.551.270;Android;Xiaomi Redmi Note 11;Não;;;;;39;Outro;;
(11) 95693-5849;22/07/2025;11:15:00;MASP;-23.561.326.165.915.100;-4.665.575.221.739.790;Android;Realme C35;Não;;;;;54;Masculino;;
(11) 98136-1729;22/07/2025;07:00:00;Shopping Cidade São Paulo;-2.356.351.661.567.190;-4.665.249.883.608.720;Android;Xiaomi Redmi Note 11;Não;;;;;62;Outro;;
(11) 95206-9736;22/07/2025;08:00:00;Metrô Trianon-Masp;-2.356.404.906.380.400;-4.665.669.869.394.600;Android;Samsung Galaxy A52;Sim;06/07/2025;Produto;225.86;restaurante;42;Outro;;
(11) 98917-7782;22/07/2025;12:45:00;Metrô Consolação;-23.555.667.072.506.300;-466.616.462.273.643;Android;Motorola G60;Não;;;;;17;Outro;;
(11) 91119-8918;22/07/2025;12:15:00;Esquina Rua da Paz;-23.562.247.046.094.600;-4.665.006.423.387.980;Android;Realme C35;Sim;05/07/2025;Desconto;227.38;eletrodoméstico;23;Masculino;;
(11) 93789-5583;22/07/2025;18:45:00;Shopping Pátio Paulista;-23.570.745.606.597.300;-46.645.863.688.373.200;Android;Samsung Galaxy A52;Não;;;;;22;Outro;;
(11) 96136-4492;22/07/2025;17:00:00;Metrô Consolação;-23.555.623.906.298.100;-4.666.161.207.577.160;iPhone;iPhone 11;Sim;20/07/2025;Produto;305.02;vestuário;46;Outro;;
(61) 94365-3676;22/07/2025;07:30:00;Ponto de Ônibus Augusta;-23.558.373.256.819.800;-46.658.877.375.500.100;iPhone;iPhone 12;Sim;20/07/2025;Desconto;404.62;eletrodoméstico;19;Feminino;;
(11) 94557-1706;22/07/2025;07:30:00;Ponto de Ônibus Pamplona;-2.356.790.396.997.050;-466.487.280.165.202;Android;Realme C35;Sim;23/06/2025;Cashback;413.4;restaurante;51;Outro;;
(11) 98760-4796;22/07/2025;20:30:00;Esquina Av. Consolação;-235.577.041.250.081;-46.660.163.212.837.600;Android;Samsung S21;Não;;;;;44;Outro;;
(11) 94721-1640;22/07/2025;21:00:00;Metrô Brigadeiro;-23.569.922.071.065.300;-4.664.479.917.008.100;Android;Xiaomi Redmi Note 11;Sim;26/06/2025;Cashback;475.95;restaurante;69;Feminino;;
(11) 96726-2788;22/07/2025;07:45:00;Esquina Av. Consolação;-23.557.260.303.529.500;-4.666.005.857.816.600;Android;Samsung S21;Sim;11/07/2025;Desconto;495.59;farmácia;54;Feminino;;
(11) 95924-1432;22/07/2025;12:15:00;Esquina Av. Consolação;-23.557.550.256.172.200;-4.666.014.108.674.480;Android;Realme C35;Não;;;;;53;Masculino;;
(11) 97262-4010;22/07/2025;15:15:00;Metrô Brigadeiro;-2.356.982.016.246.050;-4.664.495.849.582.340;Android;Realme C35;Sim;15/07/2025;Cashback;217.65;restaurante;24;Feminino;;
(11) 92693-8960;22/07/2025;12:00:00;MASP;-23.561.252.704.889;-46.655.721.312.254.800;Android;Realme C35;Sim;01/07/2025;Desconto;249.63;vestuário;57;Outro;;
(11) 98315-8790;22/07/2025;17:00:00;MASP;-23.561.874.423.610.200;-46.655.911.508.989.500;Android;Samsung S21;Sim;22/06/2025;Cashback;486.29;eletrodoméstico;70;Feminino;;
(21) 98149-7914;22/07/2025;16:30:00;Esquina Rua da Paz;-23.562.223.179.993.800;-4.665.008.762.298.540;Android;Samsung S21;Não;;;;;16;Masculino;;
(11) 95614-9436;22/07/2025;13:45:00;Metrô Trianon-Masp;-23.563.837.151.636.300;-4.665.673.129.036;Android;Samsung Galaxy A52;Sim;21/07/2025;Desconto;333.83;restaurante;59;Masculino;;
(11) 91137-6280;22/07/2025;17:15:00;Ponto de Ônibus Pamplona;-2.356.746.501.530.650;-4.664.872.737.813.840;Android;Samsung S21;Não;;;;;58;Outro;;
(11) 94548-3269;22/07/2025;12:15:00;MASP;-23.561.633.849.711.500;-46.655.735.901.685.500;iPhone;iPhone 14 Pro;Não;;;;;61;Masculino;;
(11) 92775-7860;22/07/2025;17:30:00;Esquina Rua da Paz;-23.562.323.636.343.900;-4.664.999.471.421.870;iPhone;iPhone 13;Sim;13/07/2025;Desconto;426.11;esportivo;23;Outro;;
(11) 98076-2367;22/07/2025;17:45:00;Ponto de Ônibus Pamplona;-23.567.745.504.848.500;-4.664.849.123.908.860;iPhone;iPhone 11;Sim;22/06/2025;Cashback;247.31;esportivo;38;Feminino;;
(11) 93432-3405;22/07/2025;17:00:00;Ponto de Ônibus Pamplona;-23.567.248.553.007.800;-4.664.815.142.670.590;Android;Motorola G60;Sim;20/07/2025;Cashback;226.68;restaurante;53;Masculino;;
(11) 93145-1620;22/07/2025;18:00:00;Ponto de Ônibus Pamplona;-23.567.563.341.586.400;-4.664.883.197.357.000;Android;Samsung Galaxy A52;Sim;17/07/2025;Produto;411.95;esportivo;37;Outro;;
(11) 98914-5237;22/07/2025;17:00:00;Esquina Rua da Paz;-23.562.331.927.280.000;-4.665.005.519.261.920;Android;Xiaomi Redmi Note 11;Sim;29/06/2025;Desconto;451.6;restaurante;41;Outro;;
(11) 96046-8943;22/07/2025;17:15:00;Ponto de Ônibus Pamplona;-23.567.311.391.871.600;-46.648.443.785.554.900;Android;Samsung Galaxy A52;Sim;08/07/2025;Desconto;229.93;esportivo;68;Outro;;
(11) 91990-7619;22/07/2025;08:00:00;MASP;-23.561.590.688.821.100;-4.665.586.935.112.780;Android;Realme C35;Sim;07/07/2025;Cashback;248.64;outros;16;Masculino;;
(61) 96374-5957;22/07/2025;11:15:00;Shopping Cidade São Paulo;-2.356.289.533.232.650;-46.652.332.830.797.700;Android;Samsung S21;Sim;03/07/2025;Cashback;422.4;esportivo;66;Masculino;;
(11) 99818-8311;22/07/2025;21:15:00;Shopping Pátio Paulista;-23.570.755.961.032.600;-4.664.596.872.883.370;Android;Realme C35;Sim;02/07/2025;Cashback;138.45;esportivo;57;Masculino;;
(11) 99931-1680;22/07/2025;17:15:00;Esquina Av. Consolação;-23.557.654.432.937.300;-4.666.008.202.725.230;iPhone;iPhone 13;Sim;20/07/2025;Desconto;316.37;eletrodoméstico;66;Feminino;;
(11) 91799-7127;22/07/2025;16:15:00;Ponto de Ônibus Augusta;-23.558.336.000.172.800;-4.665.922.416.985.350;Android;Xiaomi Redmi Note 11;Sim;09/07/2025;Cashback;449.74;mercado express;43;Feminino;;
(11) 99717-1479;22/07/2025;14:30:00;Ponto de Ônibus Augusta;-23.558.189.249.622.800;-4.665.926.743.044.210;Android;Xiaomi Redmi Note 11;Não;;;;;28;Outro;;
(11) 93789-5740;22/07/2025;08:30:00;Ponto de Ônibus Augusta;-23.558.033.702.781.400;-46.658.654.896.288.600;iPhone;iPhone 11;Sim;20/07/2025;Cashback;461.37;outros;33;Outro;;
